Unnamed: 0,车站代码,地址,城市,省份,坐标（高德GCJ-02坐标系）
三阳川,SYJ,湖南省岳阳市平江县三阳乡,岳阳市,湖南省,"113.585464,28.648495"
上腰墩,SPJ,浙江省丽水市遂昌县上腰,丽水市,浙江省,"118.813545,28.398815"
三营,OEJ,云南省大理白族自治州洱源县三营镇,大理白族自治州,云南省,"100.033493,26.190876"
顺义,SOP,北京市顺义区顺义火车站,北京市,北京市,"116.645759,40.125611"
三义井,OYD,安徽省亳州市蒙城县三义镇,亳州市,安徽省,"116.476402,33.099548"
三源浦,SYL,江西省上饶市万年县三源,上饶市,江西省,"117.121452,28.750479"
上虞,BDH,浙江省绍兴市上虞区上虞火车站,绍兴市,浙江省,"120.857110,30.001313"
三原,SAY,陕西省咸阳市三原县三原火车站,咸阳市,陕西省,"108.947678,34.605130"
上园,SUD,辽宁省朝阳市北票市上园镇,朝阳市,辽宁省,"120.992645,41.614697"
水源,OYJ,辽宁省营口市大石桥市水源镇,营口市,辽宁省,"122.154808,40.807152"
桑园子,SAJ,浙江省宁波市奉化市桑园,宁波市,浙江省,"121.500099,29.552933"
绥中北,SND,辽宁省葫芦岛市绥中县绥中,葫芦岛市,辽宁省,"120.337856,40.319512"
苏州北,OHH,江苏省苏州市,苏州市,江苏省,"120.585315,31.298886"
宿州东,SRH,安徽省宿州市,宿州市,安徽省,"116.964356,33.646373"
深圳东,BJQ,广东省深圳市龙岗区东火车站,深圳市,广东省,"114.120390,22.602188"
深州,OZP,河北省衡水市深州市深州火车站,衡水市,河北省,"115.613466,38.011621"
孙镇,OZY,山东省滨州市邹平县孙镇镇,滨州市,山东省,"117.697800,37.041748"
绥中,SZD,辽宁省葫芦岛市绥中县绥中火车站,葫芦岛市,辽宁省,"120.353704,40.321926"
尚志,SZB,黑龙江省哈尔滨市尚志市尚志火车站,哈尔滨市,黑龙江省,"127.961103,45.208374"
师庄,SNM,山西省临汾市霍州市师庄乡,临汾市,山西省,"111.744049,36.664276"
松滋,SIN,湖北省荆州市松滋市松滋火车站,荆州市,湖北省,"111.607138,30.172531"
师宗,SEM,云南省曲靖市师宗县师宗火车站,曲靖市,云南省,"104.019700,24.825359"
苏州园区,KAH,江苏省苏州市吴中区苏州园区火车站,苏州市,江苏省,"120.710603,31.341688"
苏州新区,ITH,江苏省苏州市虎丘区苏州新区火车站,苏州市,江苏省,"120.525225,31.372113"
泰安,TMK,山东省泰安市泰山区泰安火车站,泰安市,山东省,"117.114165,36.189018"
台安,TID,,,,
通安驿,TAJ,甘肃省定西市陇西县通安驿镇,定西市,甘肃省,"104.686256,35.303471"
桐柏,TBF,河南省南阳市桐柏县桐柏火车站,南阳市,河南省,"113.436765,32.389640"
通北,TBB,黑龙江省黑河市北安市通北镇,黑河市,黑龙江省,"126.781990,47.771732"
桐城,TTH,安徽省安庆市桐城市桐城火车站,安庆市,安徽省,"116.978733,31.050333"
汤池,TCX,云南省昆明市宜良县汤池镇,昆明市,云南省,"103.038895,24.959488"
郯城,TZK,山东省临沂市郯城县郯城火车站,临沂市,山东省,"118.376129,34.602448"
铁厂,TCL,四川省自贡市荣县铁厂镇,自贡市,四川省,"104.324715,29.475775"
桃村,TCK,广东省佛山市顺德区桃村,佛山市,广东省,"113.255905,22.926090"
通道,TRQ,湖南省怀化市通道侗族自治县通道火车站,怀化市,湖南省,"109.632413,26.315743"
田东,TDZ,广西壮族自治区百色市田东县田东火车站,百色市,广西壮族自治区,"107.129360,23.627647"
天岗,TGL,吉林省吉林市蛟河市天岗镇,吉林市,吉林省,"126.953094,43.907696"
土贵乌拉,TGC,广西壮族自治区贵港市桂平市土贵,贵港市,广西壮族自治区,"110.204140,23.342953"
通沟,TOL,吉林省白山市浑江区通沟街道,白山市,吉林省,"126.405083,41.907787"
太谷,TGV,山西省晋中市榆次区太谷火车站,晋中市,山西省,"112.740078,37.681248"
塔哈,THX,黑龙江省齐齐哈尔市富裕县塔哈满族达斡尔族乡,齐齐哈尔市,黑龙江省,"124.232368,47.560177"
棠海,THM,云南省楚雄彝族自治州禄丰县棠海村,楚雄彝族自治州,云南省,"102.108047,25.230505"
唐河,THF,河南省南阳市唐河县唐河火车站,南阳市,河南省,"112.850202,32.667063"
泰和,THG,江西省吉安市泰和县泰和火车站,吉安市,江西省,"114.949131,26.831445"
太湖,TKH,安徽省安庆市太湖县太湖火车站,安庆市,安徽省,"116.300027,30.459533"
团结,TIX,内蒙古自治区包头市昆都仑区团结,包头市,内蒙古自治区,"109.798058,40.669502"
谭家井,TNJ,陕西省西安市未央区谭家街道,西安市,陕西省,"108.978882,34.359024"
陶家屯,TOT,辽宁省沈阳市新民市陶家屯乡,沈阳市,辽宁省,"123.198830,42.187508"
唐家湾,PDQ,四川省雅安市汉源县唐家乡,雅安市,四川省,"102.629845,29.439852"
统军庄,TZP,北京市密云县统军庄村,北京市,北京市,"116.742226,40.341404"
吐列毛杜,TMD,内蒙古自治区兴安盟科尔沁右翼中旗吐列毛都镇,兴安盟,内蒙古自治区,"120.906212,45.536663"
图里河,TEX,江西省新余市分宜县图里,新余市,江西省,"114.594727,27.915363"
铜陵,TJH,安徽省铜陵市铜官区铜陵火车站,铜陵市,安徽省,"117.861424,30.918689"
田林,TFZ,广西壮族自治区百色市田林县田林火车站,百色市,广西壮族自治区,"106.234226,24.285193"
亭亮,TIZ,广西壮族自治区崇左市宁明县亭亮乡,崇左市,广西壮族自治区,"107.190598,22.215248"
铁力,TLB,黑龙江省伊春市铁力市铁力火车站,伊春市,黑龙江省,"128.054503,46.974192"
铁岭西,PXT,辽宁省铁岭市昌图县西火车站,铁岭市,辽宁省,"124.066546,42.777941"
图们北,QSL,吉林省延边朝鲜族自治州图们市图们,延边朝鲜族自治州,吉林省,"129.843710,42.968044"
天门,TMN,湖北省天门市天门火车站,,湖北省,
天门南,TNN,湖北省天门市天门南火车站,,湖北省,
太姥山,TLS,福建省宁德市福鼎市太姥山,宁德市,福建省,"120.181709,27.134207"
土牧尔台,TRC,内蒙古自治区乌兰察布市察哈尔右翼后旗土牧尔台镇,乌兰察布市,内蒙古自治区,"113.157074,41.849331"
土门子,TCJ,陕西省西安市雁塔区土门街道,西安市,陕西省,"108.875877,34.242367"
洮南,TVT,吉林省白城市洮南市洮南火车站,白城市,吉林省,"122.809032,45.340370"
潼南,TVW,重庆市潼南区潼南火车站,重庆市,重庆市,"105.877354,30.219572"
太平川,TIT,辽宁省阜新市阜新蒙古族自治县太平川,阜新市,辽宁省,"122.366391,42.234679"
太平镇,TEB,辽宁省阜新市太平区太平镇,阜新市,辽宁省,"121.731140,42.003780"
图强,TQX,黑龙江省大兴安岭地区漠河县图强镇,大兴安岭地区,黑龙江省,"122.822105,52.926949"
台前,TTK,河南省濮阳市台前县台前火车站,濮阳市,河南省,"115.864113,35.964186"
天桥岭,TQL,,,,
土桥子,TQJ,吉林省长春市榆树市土桥镇,长春市,吉林省,"126.954445,44.710854"
汤山城,TCT,,,,
台山,PUQ,,,,
桃山,TAB,黑龙江省七台河市桃山区桃山,七台河市,黑龙江省,"130.979516,45.782269"
塔石嘴,TIM,浙江省金华市婺城区塔石乡,金华市,浙江省,"119.409370,28.852972"
通途,TUT,吉林省松原市扶余市通途村,松原市,吉林省,"125.537247,44.958714"
汤旺河,THB,黑龙江省伊春市伊春区汤旺河火车站,伊春市,黑龙江省,"128.926827,47.728942"
同心,TXJ,宁夏回族自治区吴忠市同心县同心火车站,吴忠市,宁夏回族自治区,"105.926051,36.993887"
土溪,TSW,贵州省遵义市凤冈县土溪镇,遵义市,贵州省,"107.751144,28.286283"
桐乡,TCH,浙江省嘉兴市桐乡市桐乡火车站,嘉兴市,浙江省,"120.567337,30.537361"
田阳,TRZ,广西壮族自治区百色市田阳县田阳火车站,百色市,广西壮族自治区,"106.936098,23.766348"
天义,TND,内蒙古自治区赤峰市宁城县天义镇,赤峰市,内蒙古自治区,"119.332191,41.589699"
汤阴,TYF,河南省安阳市汤阴县汤阴火车站,安阳市,河南省,"114.344857,35.912946"
驼腰岭,TIL,甘肃省武威市天祝藏族自治县驼腰,武威市,甘肃省,"102.525284,37.599346"
太阳山,TYJ,,,,
通榆,KTT,,,,
汤原,TYB,黑龙江省佳木斯市汤原县汤原火车站,佳木斯市,黑龙江省,"129.925806,46.747874"
塔崖驿,TYP,甘肃省陇南市成县塔崖,陇南市,甘肃省,"105.637665,33.660618"
滕州东,TEK,山东省枣庄市市中区东火车站,枣庄市,山东省,"117.548805,34.867840"
台州,TZH,浙江省台州市黄岩区台州火车站,台州市,浙江省,"121.289535,28.685788"
天祝,TZJ,甘肃省武威市天祝藏族自治县天祝火车站,武威市,甘肃省,"103.136580,36.980300"
滕州,TXK,山东省枣庄市滕州市滕州火车站,枣庄市,山东省,"117.153071,35.081627"
天镇,TZV,山西省大同市天镇县天镇火车站,大同市,山西省,"114.065057,40.452096"
桐子林,TEW,四川省宜宾市宜宾县桐子,宜宾市,四川省,"104.575478,29.155916"
天柱山,QWH,,,,
文安,WBP,河北省廊坊市文安县文安火车站,廊坊市,河北省,"116.333945,38.884551"
武安,WAP,河北省邯郸市武安市武安火车站,邯郸市,河北省,"114.211250,36.678392"
王安镇,WVP,河北省保定市涞源县王安镇,保定市,河北省,"114.940514,39.402233"
吴堡,WUY,,,,
旺苍,WEW,,,,
五叉沟,WCT,黑龙江省大兴安岭地区加格达奇区五叉沟,大兴安岭地区,黑龙江省,"124.302643,50.449642"
文昌,WEQ,海南省文昌市文昌火车站,,海南省,
温春,WDB,黑龙江省牡丹江市东安区温春镇,牡丹江市,黑龙江省,"129.625351,44.521317"
五大连池,WRB,黑龙江省黑河市五大连池市五大连池,黑河市,黑龙江省,"126.217017,48.540306"
文登,WBK,山东省威海市文登区文登火车站,威海市,山东省,"121.990297,37.178563"
五道沟,WDL,广西壮族自治区崇左市天等县五道,崇左市,广西壮族自治区,"107.145409,23.088295"
五道河,WHP,广西壮族自治区崇左市天等县五道,崇左市,广西壮族自治区,"107.145409,23.088295"
文地,WNZ,广西壮族自治区玉林市博白县文地镇,玉林市,广西壮族自治区,"110.209816,21.940540"
卫东,WVT,河南省平顶山市卫东区平东火车站,平顶山市,河南省,"113.392761,33.732384"
武当山,WRN,湖北省十堰市丹江口市武当山镇,十堰市,湖北省,"111.091682,32.504303"
望都,WDP,河北省保定市望都县望都火车站,保定市,河北省,"115.165690,38.708779"
乌尔旗汗,WHX,,,,
潍坊,WFK,山东省潍坊市潍城区潍坊火车站,潍坊市,山东省,"119.099217,36.697727"
万发屯,WFB,黑龙江省哈尔滨市巴彦县万发镇,哈尔滨市,黑龙江省,"127.130783,46.537483"
王府,WUT,山东省潍坊市青州市王府街道,潍坊市,山东省,"118.511711,36.668472"
瓦房店西,WXT,辽宁省大连市瓦房店市瓦房店,大连市,辽宁省,"121.993874,39.685108"
王岗,WGB,安徽省阜阳市颍上县王岗镇,阜阳市,安徽省,"116.402496,32.495731"
武功,WGY,陕西省咸阳市武功县武功火车站,咸阳市,陕西省,"108.204239,34.258270"
湾沟,WGL,吉林省白山市江源区湾沟镇,白山市,吉林省,"126.908714,42.078621"
吴官田,WGM,云南省丽江市永胜县吴官,丽江市,云南省,"100.671852,26.742998"
乌海,WVC,内蒙古自治区乌海市海勃湾区乌海火车站,乌海市,内蒙古自治区,"106.818824,39.645097"
苇河,WHB,黑龙江省哈尔滨市尚志市苇河镇,哈尔滨市,黑龙江省,"128.383835,44.956192"
卫辉,WHF,河南省新乡市卫辉市卫辉火车站,新乡市,河南省,"114.062221,35.432778"
吴家川,WCJ,浙江省台州市玉环县吴家,台州市,浙江省,"121.293015,28.266691"
五家,WUB,内蒙古自治区赤峰市元宝山区五家镇,赤峰市,内蒙古自治区,"119.176559,41.964108"
威箐,WAM,贵州省六盘水市盘县威箐村,六盘水市,贵州省,"104.535545,25.533257"
午汲,WJP,河北省邯郸市武安市午汲镇,邯郸市,河北省,"114.156830,36.662277"
渭津,WJL,吉林省辽源市东辽县渭津镇,辽源市,吉林省,"125.272629,42.794392"
王家湾,WJJ,江西省宜春市奉新县王家,宜春市,江西省,"115.390160,28.710501"
倭肯,WQB,黑龙江省七台河市勃利县倭肯镇,七台河市,黑龙江省,"130.524399,46.000549"
五棵树,WKT,吉林省白城市镇赉县五棵树镇,白城市,吉林省,"123.960533,46.126461"
五龙背,WBT,黑龙江省齐齐哈尔市龙沙区五龙街道,齐齐哈尔市,黑龙江省,"123.948769,47.340771"
万乐,WEB,广西壮族自治区南宁市马山县万乐,南宁市,广西壮族自治区,"108.118187,23.515408"
瓦拉干,WVX,西藏自治区瓦拉,,西藏自治区,
温岭,VHH,浙江省台州市温岭市温岭火车站,台州市,浙江省,"121.324835,28.479154"
五莲,WLK,山东省日照市五莲县五莲火车站,日照市,山东省,"119.206921,35.804991"
乌拉特前旗,WQC,内蒙古自治区巴彦淖尔市乌拉特前旗乌拉特前旗火车站,巴彦淖尔市,内蒙古自治区,"108.650721,40.712224"
卧里屯,WLX,黑龙江省绥化市安达市卧里屯乡,绥化市,黑龙江省,"125.302666,46.471485"
渭南北,WBY,陕西省渭南市临渭区北火车站,渭南市,陕西省,"109.481270,34.535254"
乌奴耳,WRX,浙江省丽水市松阳县乌奴,丽水市,浙江省,"119.691978,28.359226"
万宁,WNQ,海南省万宁市万宁火车站,,海南省,
万年,WWG,江西省上饶市万年县万年火车站,上饶市,江西省,"117.080591,28.685823"
渭南南,WVY,陕西省渭南市,渭南市,陕西省,"109.509786,34.499995"
渭南镇,WNJ,陕西省渭南市临渭区渭南火车站,渭南市,陕西省,"109.493142,34.484119"
沃皮,WPT,,,,
吴桥,WUP,河北省沧州市吴桥县吴桥火车站,沧州市,河北省,"116.386399,37.627901"
汪清,WQL,吉林省延边朝鲜族自治州汪清县汪清,延边朝鲜族自治州,吉林省,"129.773675,43.313442"
武清,WWP,天津市武清区武清火车站,天津市,天津市,"117.015185,39.372781"
武山,WSJ,甘肃省天水市武山县武山火车站,天水市,甘肃省,"104.919770,34.721087"
文水,WEV,山西省吕梁市文水县文水火车站,吕梁市,山西省,"112.078031,37.439759"
魏善庄,WSP,北京市大兴区魏善庄火车站,北京市,北京市,"116.409668,39.665752"
王瞳,WTP,河北省衡水市景县王瞳镇,衡水市,河北省,"116.167152,37.544308"
五台山,WSV,山西省忻州市繁峙县五台山火车站,忻州市,山西省,"113.566553,39.265169"
王团庄,WZJ,宁夏回族自治区吴忠市同心县王团镇,吴忠市,宁夏回族自治区,"105.999870,36.862637"
五五,WVR,,,,
无锡东,WGH,江苏省无锡市,无锡市,江苏省,"120.311910,31.491169"
卫星,WVB,黑龙江省绥化市望奎县卫星镇,绥化市,黑龙江省,"126.670250,46.721470"
闻喜,WXV,山西省运城市闻喜县闻喜火车站,运城市,山西省,"111.216387,35.355376"
武乡,WVV,山西省长治市武乡县武乡火车站,长治市,山西省,"112.853603,36.855725"
无锡新区,IFH,江苏省无锡市新吴区无锡新区,无锡市,江苏省,"120.435677,31.466989"
武穴,WXN,湖北省黄冈市武穴市武穴火车站,黄冈市,湖北省,"115.637831,29.969075"
吴圩,WYZ,广西壮族自治区南宁市江南区吴圩火车站,南宁市,广西壮族自治区,"108.247658,22.643257"
王杨,WYB,黑龙江省伊春市铁力市王杨乡,伊春市,黑龙江省,"127.931831,46.973362"
武义,RYH,浙江省金华市武义县武义火车站,金华市,浙江省,"119.830639,28.908296"
五营,WWB,黑龙江省伊春市五营区五营火车站,伊春市,黑龙江省,"129.237556,48.112019"
瓦窑田,WIM,江苏省徐州市新沂市瓦窑镇,徐州市,江苏省,"118.235008,34.371872"
五原,WYC,内蒙古自治区巴彦淖尔市五原县五原火车站,巴彦淖尔市,内蒙古自治区,"108.049762,40.911583"
苇子沟,WZL,辽宁省葫芦岛市南票区苇子沟街道,葫芦岛市,辽宁省,"120.625877,41.072086"
韦庄,WZY,陕西省渭南市澄城县韦庄镇,渭南市,陕西省,"109.938789,34.979626"
五寨,WZV,山西省忻州市五寨县五寨火车站,忻州市,山西省,"111.833679,38.917113"
王兆屯,WZB,黑龙江省哈尔滨市香坊区王兆街道,哈尔滨市,黑龙江省,"126.637154,45.727448"
微子镇,WQP,山西省长治市潞城市微子镇,长治市,山西省,"113.305969,36.337009"
魏杖子,WKD,辽宁省葫芦岛市建昌县魏杖子,葫芦岛市,辽宁省,"120.073090,40.841167"
新安,EAM,河南省洛阳市新安县新安,洛阳市,河南省,"112.146481,34.728381"
兴安,XAZ,内蒙古自治区兴安盟科尔沁右翼前旗兴安,兴安盟,内蒙古自治区,"121.667433,46.125434"
新安县,XAF,河南省洛阳市西工区新安县火车站,洛阳市,河南省,"112.449319,34.674153"
新保安,XAP,上海市崇明县新保村,上海市,上海市,"121.345314,31.747328"
下板城,EBP,江西省赣州市于都县下板,赣州市,江西省,"115.637268,26.159508"
西八里,XLP,广西壮族自治区南宁市江南区西八里,南宁市,广西壮族自治区,"108.301178,22.779076"
宣城,ECH,安徽省宣城市宣州区宣城火车站,宣城市,安徽省,"118.775229,30.946573"
兴城,XCD,辽宁省葫芦岛市兴城市兴城火车站,葫芦岛市,辽宁省,"120.702323,40.625113"
小村,XEM,江苏省连云港市海州区小村,连云港市,江苏省,"119.231941,34.641766"
